Age,PresP_Count,In_Count,On_Count,PastIrr_Count,Poss_Count,Cop_Count,Art_Count,PastReg_Count,3PS_Count,3PIrr_Count,Aux_Count
3.01,0.05063291139240506,0.0,0.02531645569620253,0.05063291139240506,0.0,0.012658227848101266,0.06329113924050633,0.012658227848101266,0.0,0.06329113924050633,0.0379746835443038
3.04,0.07082709580838323,0.031764595808383235,0.0,0.0078125,0.0078125,0.04257110778443114,0.07564558383233533,0.0078125,0.0,0.06119011976047904,0.026431511976047904
3.05,0.0647887323943662,0.014084507042253521,0.016901408450704224,0.03380281690140845,0.0,0.03380281690140845,0.11830985915492957,0.0,0.005633802816901409,0.030985915492957747,0.028169014084507043
3.08,0.029411764705882353,0.0392156862745098,0.0,0.0392156862745098,0.0,0.058823529411764705,0.08823529411764706,0.00980392156862745,0.0,0.09803921568627451,0.0392156862745098
3.09,0.0416020285238141,0.01305607741094248,0.006287070724625919,0.02367363150623418,0.002173913043478261,0.018575638790693325,0.10209119700417024,0.023605629730332978,0.002403846153846154,0.0456640353098211,0.039329688273317634
3.1,0.05216346153846154,0.022115384615384617,0.0,0.01730769230769231,0.0,0.018990384615384617,0.1326923076923077,0.012740384615384615,0.00625,0.06658653846153846,0.06009615384615385
3.11,0.042180035202413875,0.025553180789539852,0.019455619813930097,0.06939904450590897,0.003048780487804878,0.011252200150867489,0.10431858184561227,0.018292682926829267,0.0,0.010309278350515464,0.00820341966306261
4.04,0.00881057268722467,0.013215859030837005,0.00881057268722467,0.07048458149779736,0.0,0.022026431718061675,0.15418502202643172,0.048458149779735685,0.0,0.004405286343612335,0.01762114537444934
4.06,0.023089871194379392,0.025822111631537862,0.002232142857142857,0.020589383294301326,0.0,0.01489314988290398,0.08439451600312256,0.026785714285714284,0.01639344262295082,0.0312865925058548,0.028054254488680718
4.07,0.04584874093562339,0.01485038067578672,0.019096665176848288,0.04321940284668776,0.0026246719160104987,0.020356296879511963,0.08243519575401091,0.025005651440373727,0.015748031496062992,0.034381134213031135,0.03178281442469143
4.08,0.1032258064516129,0.01935483870967742,0.0064516129032258064,0.012903225806451613,0.0,0.012903225806451613,0.12903225806451613,0.0,0.012903225806451613,0.05161290322580645,0.05161290322580645
4.09,0.02272300469483568,0.004694835680751174,0.009389671361502348,0.04793427230046948,0.004694835680751174,0.010375586854460094,0.06483568075117371,0.0268075117370892,0.013333333333333334,0.0033333333333333335,0.01136150234741784
4.1,0.02654867256637168,0.0,0.008849557522123894,0.07079646017699115,0.008849557522123894,0.02654867256637168,0.168141592920354,0.017699115044247787,0.017699115044247787,0.04424778761061947,0.02654867256637168
4.11,0.07006369426751592,0.006369426751592357,0.006369426751592357,0.012738853503184714,0.0,0.01910828025477707,0.10191082802547771,0.0,0.012738853503184714,0.08280254777070063,0.07643312101910828
5.01,0.014492753623188406,0.014492753623188406,0.00966183574879227,0.01932367149758454,0.004830917874396135,0.03864734299516908,0.07246376811594203,0.00966183574879227,0.033816425120772944,0.03864734299516908,0.014492753623188406
5.02,0.024070021881838075,0.0175054704595186,0.006564551422319475,0.07658643326039387,0.0,0.01312910284463895,0.12035010940919037,0.030634573304157548,0.00437636761487965,0.0,0.024070021881838075
5.03,0.01079136690647482,0.0035971223021582736,0.007194244604316547,0.08273381294964029,0.0,0.02877697841726619,0.13309352517985612,0.03237410071942446,0.0,0.007194244604316547,0.0035971223021582736
5.06,0.03424657534246575,0.0273972602739726,0.00684931506849315,0.03424657534246575,0.0,0.04794520547945205,0.07534246575342465,0.0,0.0136986301369863,0.0547945205479452,0.02054794520547945
5.08,0.023622047244094488,0.005249343832020997,0.023622047244094488,0.07611548556430446,0.0,0.010498687664041995,0.13123359580052493,0.015748031496062992,0.013123359580052493,0.007874015748031496,0.028871391076115485
5.09,0.022388059701492536,0.014925373134328358,0.007462686567164179,0.0024875621890547263,0.007462686567164179,0.01990049751243781,0.08208955223880597,0.0024875621890547263,0.0472636815920398,0.04975124378109453,0.03731343283582089
5.1,0.03464498938167391,0.01639639148285559,0.012463867049303912,0.037371639536081365,0.005227917460394929,0.021093436090184006,0.13247505007088328,0.01155222884040468,0.021794117343409625,0.04539804983482005,0.041883928432694194
5.11,0.021555593553627152,0.01635104518445689,0.009725131449578935,0.06648356345915445,0.0015923566878980893,0.013166331808660711,0.14991664173043218,0.022549480613858846,0.02181208053691275,0.01174496644295302,0.024569315607232932
9.01,0.014124293785310734,0.014124293785310734,0.011299435028248588,0.09322033898305085,0.0,0.01977401129943503,0.11581920903954802,0.022598870056497175,0.0,0.0,0.011299435028248588
9.03,0.03558718861209965,0.021352313167259787,0.0,0.0,0.0,0.021352313167259787,0.11743772241992882,0.0,0.06405693950177936,0.03914590747330961,0.03202846975088968
9.06,0.010405058872494394,0.004017695313024448,0.009451821220949747,0.05066256729723562,0.00141643059490085,0.010868251815850598,0.1428916665547843,0.02014218009478673,0.036827195467422094,0.009915014164305949,0.011358296524039042
9.07,0.03217821782178218,0.0049504950495049506,0.0024752475247524753,0.08168316831683169,0.0,0.019801980198019802,0.10148514851485149,0.03217821782178218,0.0,0.009900990099009901,0.0297029702970297
9.08,0.040345821325648415,0.011527377521613832,0.008645533141210375,0.06628242074927954,0.005763688760806916,0.002881844380403458,0.12103746397694524,0.040345821325648415,0.002881844380403458,0.0,0.011527377521613832
9.09,0.018424611223799865,0.018424611223799865,0.008512025499855115,0.07649956534337873,0.0,0.011349367333140153,0.1305901671013233,0.03404810199942046,0.0,0.0028373418332850384,0.016951608229498698
9.1,0.031161473087818695,0.0169971671388102,0.0084985835694051,0.07932011331444759,0.0028328611898017,0.0084985835694051,0.141643059490085,0.019830028328611898,0.0113314447592068,0.0113314447592068,0.031161473087818695
9.11,0.029748203612713367,0.007755768955124809,0.006767661152245568,0.031548441587602734,0.0023727776170772916,0.018451956434608414,0.09143190774966203,0.013459285931196044,0.03912986974876226,0.022641999840696907,0.030034968017619994
20.0,0.027285890012517036,0.018716246117540886,0.007067094157360638,0.020946562617365435,0.003011747610092664,0.018428619057302455,0.13572344279653456,0.009562618780647165,0.0368483332867267,0.028454524598475455,0.027775069726284712
